Submission ID,Respondent ID,Submitted at,Loan Id,"Using a scale from 0 (not likely) to 10 (very likely), how likely are you to recommend MoPhones to friends or family?",What is the main reason for your score?,What is one thing we could do to improve your experience with us?,Are you happy with the quality and performance of your MoPhones device?,Are you happy with the service and support provided by MoPhones?,Have you ever experienced a delay in your payment reflecting in your Mophones account?,Have you ever had difficulty getting assistance from MoPhones customer support when needed?,(If Yes) – Please describe the challenge you faced and how we can improve your experience.,Have you experienced any battery-related issues with your MoPhones device?,Have you used the MoPhones app (MoApp) to manage your account or make payments?,Which communication channel do you prefer when contacting MoPhones for inquiries or support?,Have you ever had your phone lock despite making a payment on time?,Any other Feedback?,nps_score,nps_group,LOAN_ID,REPORTING_DATE,delta_days,ACCOUNT_STATUS,DAYS_PAST_DUE,ARREARS_PROXY,BALANCE,AGE_BAND,INCOME_BAND,GENDER
0Qg9QjN,b5evBrg,2025/12/02 14:10,recynRXKy0786FLHb,9,Your service are great,Sometimes the customer care number does not work,,,,,,,,,,,9,Promoter,recynRXKy0786FLHb,2025/12/30,28,closed,0,10,0,,"30,000–49,999",
0Qg9qXN,Pa070e,2025/12/02 16:34,recZA4Gt50gcQpkzf,5,Samsung s series,Reduce the weekly payments on S22 ultra,,,,,,,,,,,5,Detractor,recZA4Gt50gcQpkzf,2025/12/30,28,current,0,0,13560,,"50,000–99,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QgXKoP,2EAVr9A,2025/12/03 05:54,reciuSkNUfCyhZSva,9,Extremely likely,"Nothing other than interest rates ,to be lowered down a little bit, and also denials to access some settings such software, developers option should be allowed. Above all i recommend this company for it's genuine services,thank you!",,,,,,,,,,,9,Promoter,reciuSkNUfCyhZSva,2025/12/30,27,arrears,7,0,21560,,"5,000–9,999",Male
0QjK6r6,OWXplp,2025/08/17 14:08,recOqjlOPol2Un5LB,8,,,Yes,Yes,No,"No, I have never looked for customer care",All good so far,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,So far so good,8,Passive,recOqjlOPol2Un5LB,2025/09/30,44,current,0,0,27300,,"Below 5,000",Male
0QjK6r6,OWXplp,2025/08/17 14:08,recOqjlOPol2Un5LB,8,,,Yes,Yes,No,"No, I have never looked for customer care",All good so far,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,So far so good,8,Passive,recOqjlOPol2Un5LB,2025/09/30,44,current,0,0,27300,,"Below 5,000",Male
0QjL4yA,rzZaql,2025/08/12 14:17,recKxfKeEaPvuqnSI,7,,,No,Yes,Yes,No,Na,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,,7,Passive,recKxfKeEaPvuqnSI,2025/06/30,43,current,0,0,41860,,,
0QjbvvP,xOAPYk,2025/08/13 06:49,reciClMtNzeyejfZo,8,,,Yes,Yes,No,,,,,,,,8,Passive,reciClMtNzeyejfZo,2025/09/30,48,arrears,14,0,19800,,"100,000–149,999",Male
0Qjv72y,0NWEzj,2025/08/12 14:57,recagHXhoou5eJq0A,0,,,No,No,Yes,Yes,,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,,0,Detractor,recagHXhoou5eJq0A,2025/06/30,43,current,0,900,52400,,"50,000–99,999",
0Qjvg56,xOWByo,2025/08/12 17:00,recGEgFnfJ2cEve79,10,,,Yes,Yes,No,"No, I have never looked for customer care",Not yet,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,I'm satisfied with your product,10,Promoter,recGEgFnfJ2cEve79,2025/09/30,49,current,0,250,19100,,"20,000–29,999",Male
0QjvjlZ,q0loZ8,2025/08/12 15:56,recrGc7joZjUV4bOg,8,,,Yes,Yes,No,No,All is good,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Excellent customer service,8,Passive,recrGc7joZjUV4bOg,2025/06/30,43,current,0,0,33200,,,
0QjvrZN,PVqOxB,2025/08/12 14:42,reckch4X1L2ewhkok,10,,,Yes,Yes,Yes,Yes,"You can't get through to customer care on weekends, why so?",No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,"Please stop locking the phone even after payment, it's highly inconvenient, it has happened several times to me,I really don't like it because I usually pay be any given deadline.",10,Promoter,reckch4X1L2ewhkok,2025/06/30,43,current,0,0,12960,,"30,000–49,999",Male
0QjvrZN,PVqOxB,2025/08/12 14:42,reckch4X1L2ewhkok,10,,,Yes,Yes,Yes,Yes,"You can't get through to customer care on weekends, why so?",No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,"Please stop locking the phone even after payment, it's highly inconvenient, it has happened several times to me,I really don't like it because I usually pay be any given deadline.",10,Promoter,reckch4X1L2ewhkok,2025/06/30,43,current,0,0,12960,,"30,000–49,999",Male
0QkEMbB,A7r8XMy,2025/10/07 18:18,recNwAd96Iq1GszKn,10,Good phone quality,Sometimes it takes too long after payment refresh back,,,,,,,,,,,10,Promoter,recNwAd96Iq1GszKn,2025/09/30,7,closed,0,1600,0,,,
0QkPDjZ,zxEJDa8,2025/10/08 06:33,recQi0z4yg0K6Sl3H,10,Quality,"Response, yo take long to reply texts",,,,,,,,,,,10,Promoter,recQi0z4yg0K6Sl3H,2025/09/30,8,closed,0,0,0,,,
0QkPKYN,rjDLGvN,2025/10/08 08:28,rec6ozqbzjHbl05ei,10,Phone,How you oparrate,,,,,,,,,,,10,Promoter,rec6ozqbzjHbl05ei,2025/12/30,83,current,0,980,52360,,,
0Qkx5pP,Gxe0oXz,2025/10/07 15:59,rec6JqpJnoH2KaG4B,9,Not having issues with the first phone,Follow ups to your clients,,,,,,,,,,,9,Promoter,rec6JqpJnoH2KaG4B,2025/09/30,7,closed,0,0,0,,,Male
0QkxD2y,VLp8Vdj,2025/10/07 15:32,recneSXfg5hOJ6BJw,9,,,,,,,,,,,,,9,Promoter,recneSXfg5hOJ6BJw,2025/09/30,7,closed,0,0,0,,,
0QkxEx0,2EjrKL9,2025/10/07 14:40,recmiqtArH4l1hOYR,10,,,,,,,,,,,,,10,Promoter,recmiqtArH4l1hOYR,2025/09/30,7,closed,0,50,0,,,
0QkxM0y,2EjrP4g,2025/10/07 14:48,recseFCXYutWMjTuF,5,9,Reduce amount,,,,,,,,,,,5,Detractor,recseFCXYutWMjTuF,2025/09/30,7,closed,0,0,0,,,
0QkxPXN,PdR0OV1,2025/10/07 14:51,reclO80NfLAeTltWy,5,,,,,,,,,,,,,5,Detractor,reclO80NfLAeTltWy,2025/09/30,7,closed,0,0,0,,,
0QkxR2j,Y5jdkGN,2025/10/07 16:32,recijYrluip1diZlN,0,You said you'd refund 7k if I returned the device in good condition only to have my device confiscated and I lost over 40k,You should tell customers the truth when it comes to return policy,,,,,,,,,,,0,Detractor,recijYrluip1diZlN,2025/09/30,7,default,290,0,26670,,,
0QkxYpP,xXVZRMo,2025/10/07 16:16,recql5kphjLtb0byU,10,,,,,,,,,,,,,10,Promoter,recql5kphjLtb0byU,2025/09/30,7,default,277,0,17520,,,
0QlY9a0,rj5M2M2,2025/11/05 19:39,reciMFVgp1M8nN1QL,6,Customer care is good,Inspect your phones before issuing to customers to ensure are in good conditions.,,,,,,,,,,,6,Detractor,reciMFVgp1M8nN1QL,2025/12/30,55,current,0,4980,29880,,"10,000–19,999",Male
0QlYLXP,1qarrQ,2025/11/05 17:33,recedmVkVaMyQdQ6d,8,Reliable,Locking,,,,,,,,,,,8,Passive,recedmVkVaMyQdQ6d,2025/09/30,36,current,0,0,24840,,"150,000 and above",Male
0QlYl5y,Y5RyJJ5,2025/11/05 18:45,recr7rJlWUuCFDQ0Z,6,Your customer service has deteroriated too,improve on the time taken to unlock the phone once it's locked..you take too long..2nd..improve on how you give your grace periods..i requested for a 3 day grace period but unfortu'ately the phone was locked on the 2nd day,,,,,,,,,,,6,Detractor,recr7rJlWUuCFDQ0Z,2025/09/30,36,arrears,22,0,59160,,,
0QlzD0j,7RbeYG0,2025/11/05 14:52,recKpT4CWPFDxoTFr,10,,,,,,,,,,,,,10,Promoter,recKpT4CWPFDxoTFr,2025/09/30,36,current,0,0,27300,,"20,000–29,999",Male
0QlzPVB,1AkxO2M,2025/11/05 14:12,recbTWJlN1nFsbFsA,9,I got all my questions answered. And I got a nice phone... just like new,Make sure the phones are 100% ok,,,,,,,,,,,9,Promoter,recbTWJlN1nFsbFsA,2025/12/30,55,current,0,0,47150,,"100,000–149,999",Male
0Qlzj40,0Q7lygN,2025/11/05 14:33,recIW76f3wNsdKlZB,10,Your customer service is awesome 👌,Reduce your initial deposit,,,,,,,,,,,10,Promoter,recIW76f3wNsdKlZB,2025/12/30,55,arrears,4,0,126479,,"150,000 and above",Male
0Qlzj40,0Q7lygN,2025/11/05 14:33,recIW76f3wNsdKlZB,10,Your customer service is awesome 👌,Reduce your initial deposit,,,,,,,,,,,10,Promoter,recIW76f3wNsdKlZB,2025/12/30,55,arrears,4,0,126479,,"150,000 and above",Male
0QlzvNj,Ek5gYJB,2025/11/05 14:24,recJNCAGzqlKG7kW0,10,Great service,At the moment not no.,,,,,,,,,,,10,Promoter,recJNCAGzqlKG7kW0,2025/09/30,36,default,451,0,64110,,,
0QyWN0Z,gDdK7vK,2025/11/24 12:27,recsfpVruK7WHuVY7,6,Very best,Quality products,,,,,,,,,,,6,Detractor,recsfpVruK7WHuVY7,2025/12/30,36,arrears,66,0,58140,,"30,000–49,999",Male
0QyWlgP,b5jbx5e,2025/11/24 11:35,recNPh9ncLX5OU3wE,9,Great products,Customer care,,,,,,,,,,,9,Promoter,recNPh9ncLX5OU3wE,2025/12/30,36,current,0,950,17100,,"50,000–99,999",Male
0QyWlgP,b5jbx5e,2025/11/24 11:35,recNPh9ncLX5OU3wE,9,Great products,Customer care,,,,,,,,,,,9,Promoter,recNPh9ncLX5OU3wE,2025/12/30,36,current,0,950,17100,,"50,000–99,999",Male
0Qyj5gj,aQ5gjvZ,2025/11/20 10:37,reczhO84o7DrVs2OF,5,Am really disappointed with my second phone I got from you guys,Follow up with your clients,,,,,,,,,,,5,Detractor,reczhO84o7DrVs2OF,2025/12/30,40,current,0,0,62000,,,
0Qype9Z,A7pPAdB,2025/11/25 09:43,recI3EuypKvjiPDli,10,I was able to own a phone without stress,Nothing you have the best team at work,,,,,,,,,,,10,Promoter,recI3EuypKvjiPDli,2025/12/30,35,arrears,3,0,52650,,"50,000–99,999",Female
1A2LKO4,2dzRNg,2025/08/17 14:27,recOeVZz9LMQllH6U,10,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Services are good and on time,10,Promoter,recOeVZz9LMQllH6U,2025/09/30,44,current,0,0,50840,,"30,000–49,999",Male
1A2LKO4,2dzRNg,2025/08/17 14:27,recOeVZz9LMQllH6U,10,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Services are good and on time,10,Promoter,recOeVZz9LMQllH6U,2025/09/30,44,current,0,0,50840,,"30,000–49,999",Male
1A2LKO4,2dzRNg,2025/08/17 14:27,recOeVZz9LMQllH6U,10,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Services are good and on time,10,Promoter,recOeVZz9LMQllH6U,2025/09/30,44,current,0,0,50840,,"30,000–49,999",Male
1A2broO,87XG6r,2025/08/13 06:30,recG2INYdz4H2Gz4E,0,,,Yes,Yes,No,"No, I have never looked for customer care",So good,,,,,,0,Detractor,recG2INYdz4H2Gz4E,2025/06/30,44,current,0,690,32080,,"150,000 and above",Male
1A2vWMO,G8PzxZ,2025/08/12 14:46,recPtbeTdDKfOaDFP,1,,,Yes,Yes,Yes,Yes,Why do we have to come to your shop for simple services improve on that,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Nop,1,Detractor,recPtbeTdDKfOaDFP,2025/06/30,43,current,0,2260,45200,,"10,000–19,999",Male
1A2vWMO,G8PzxZ,2025/08/12 14:46,recPtbeTdDKfOaDFP,1,,,Yes,Yes,Yes,Yes,Why do we have to come to your shop for simple services improve on that,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Nop,1,Detractor,recPtbeTdDKfOaDFP,2025/06/30,43,current,0,2260,45200,,"10,000–19,999",Male
1A2vWMO,G8PzxZ,2025/08/12 14:46,recPtbeTdDKfOaDFP,1,,,Yes,Yes,Yes,Yes,Why do we have to come to your shop for simple services improve on that,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Nop,1,Detractor,recPtbeTdDKfOaDFP,2025/06/30,43,current,0,2260,45200,,"10,000–19,999",Male
1A2vWMO,G8PzxZ,2025/08/12 14:46,recPtbeTdDKfOaDFP,1,,,Yes,Yes,Yes,Yes,Why do we have to come to your shop for simple services improve on that,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Nop,1,Detractor,recPtbeTdDKfOaDFP,2025/06/30,43,current,0,2260,45200,,"10,000–19,999",Male
1A2vWMO,G8PzxZ,2025/08/12 14:46,recPtbeTdDKfOaDFP,1,,,Yes,Yes,Yes,Yes,Why do we have to come to your shop for simple services improve on that,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Nop,1,Detractor,recPtbeTdDKfOaDFP,2025/06/30,43,current,0,2260,45200,,"10,000–19,999",Male
1A2vWMO,G8PzxZ,2025/08/12 14:46,recPtbeTdDKfOaDFP,1,,,Yes,Yes,Yes,Yes,Why do we have to come to your shop for simple services improve on that,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Nop,1,Detractor,recPtbeTdDKfOaDFP,2025/06/30,43,current,0,2260,45200,,"10,000–19,999",Male
1A2vdb1,1qarZO,2025/08/12 15:01,reckzhkOIZg1Tc1gi,2,,,Yes,No,No,No,You sold my first gadget knowing very well that it will get out of Samsung support. Why?,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,2,Detractor,reckzhkOIZg1Tc1gi,2025/06/30,43,current,0,2891,33369,,,
1A2vlxl,Wx7Yoa,2025/08/12 15:25,rec7L8slnA4S5tumz,8,,,Yes,Yes,No,,,,,,,,8,Passive,rec7L8slnA4S5tumz,2025/06/30,43,current,0,3531,69969,,"150,000 and above",Male
1A2vlxl,Wx7Yoa,2025/08/12 15:25,rec7L8slnA4S5tumz,8,,,Yes,Yes,No,,,,,,,,8,Passive,rec7L8slnA4S5tumz,2025/06/30,43,current,0,3531,69969,,"150,000 and above",Male
1A2vlxl,Wx7Yoa,2025/08/12 15:25,rec7L8slnA4S5tumz,8,,,Yes,Yes,No,,,,,,,,8,Passive,rec7L8slnA4S5tumz,2025/06/30,43,current,0,3531,69969,,"150,000 and above",Male
1A4o0BW,WajlPR,2025/05/18 08:49,recCBcin4lDWAnUV4,10,,,No,Yes,No,"No, I have never looked for customer care",,,,,,,10,Promoter,recCBcin4lDWAnUV4,2025/06/30,43,current,0,250,53810,,"100,000–149,999",Male
1ADJoMl,aR47RZ,2025/09/08 15:19,rectbND6pEbSzyQFD,10,,,Yes,Yes,No,No,Opening mo phone app,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Looking forward to do business,10,Promoter,rectbND6pEbSzyQFD,2025/09/30,22,current,0,30,30370,,"30,000–49,999",Male
1ADJoMl,aR47RZ,2025/09/08 15:19,rectbND6pEbSzyQFD,10,,,Yes,Yes,No,No,Opening mo phone app,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Looking forward to do business,10,Promoter,rectbND6pEbSzyQFD,2025/09/30,22,current,0,30,30370,,"30,000–49,999",Male
1ADJoMl,aR47RZ,2025/09/08 15:19,rectbND6pEbSzyQFD,10,,,Yes,Yes,No,No,Opening mo phone app,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Looking forward to do business,10,Promoter,rectbND6pEbSzyQFD,2025/09/30,22,current,0,30,30370,,"30,000–49,999",Male
1ADJoMl,aR47RZ,2025/09/08 15:19,rectbND6pEbSzyQFD,10,,,Yes,Yes,No,No,Opening mo phone app,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Looking forward to do business,10,Promoter,rectbND6pEbSzyQFD,2025/09/30,22,current,0,30,30370,,"30,000–49,999",Male
1AE8Y8g,98M2VK,2025/11/05 15:12,rec7Uv0ujbX8YVzSB,9,Graze period,You should introduce a daily payment,Yes,Yes,,,,,,,,,9,Promoter,rec7Uv0ujbX8YVzSB,2025/09/30,36,current,0,0,28000,,"10,000–19,999",Male
1AE8Y8g,98M2VK,2025/11/05 15:12,rec7Uv0ujbX8YVzSB,9,Graze period,You should introduce a daily payment,Yes,Yes,,,,,,,,,9,Promoter,rec7Uv0ujbX8YVzSB,2025/09/30,36,current,0,0,28000,,"10,000–19,999",Male
1AEqPbp,RO59zv,2025/07/22 16:12,rece7jrJtyar46rQR,10,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,10,Promoter,rece7jrJtyar46rQR,2025/09/30,70,current,0,840,48760,,"20,000–29,999",Male
1AEqrlp,Vr5R4a,2025/07/22 17:09,recR9KcQfXZu2UAo7,10,,,Yes,Yes,Yes,No,,Yes,"Yes, but I am not satisfied with the MoApp",Self-Service USSD – *789*25044#,No,,10,Promoter,recR9KcQfXZu2UAo7,2025/06/30,22,arrears,5,0,72890,,"50,000–99,999",Female
1AG4Exp,JaKqAK,2025/08/28 17:09,rec5xsG6Wt1JSptS2,8,,,Yes,Yes,Yes,No,No,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,8,Passive,rec5xsG6Wt1JSptS2,2025/09/30,33,current,0,0,42570,,"50,000–99,999",Male
1AG4Exp,JaKqAK,2025/08/28 17:09,rec5xsG6Wt1JSptS2,8,,,Yes,Yes,Yes,No,No,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,8,Passive,rec5xsG6Wt1JSptS2,2025/09/30,33,current,0,0,42570,,"50,000–99,999",Male
1AG4Exp,JaKqAK,2025/08/28 17:09,rec5xsG6Wt1JSptS2,8,,,Yes,Yes,Yes,No,No,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,8,Passive,rec5xsG6Wt1JSptS2,2025/09/30,33,current,0,0,42570,,"50,000–99,999",Male
1AG4rYb,bBV5oE,2025/08/28 17:00,recnb0Q2A9Khod9M8,8,,,Yes,Yes,No,"No, I have never looked for customer care",No,No,"No, I have never used it",Reach Out via a Sales Agent,No,No,8,Passive,recnb0Q2A9Khod9M8,2025/09/30,33,closed,0,0,0,,,Female
1AG4rYb,bBV5oE,2025/08/28 17:00,recnb0Q2A9Khod9M8,8,,,Yes,Yes,No,"No, I have never looked for customer care",No,No,"No, I have never used it",Reach Out via a Sales Agent,No,No,8,Passive,recnb0Q2A9Khod9M8,2025/09/30,33,closed,0,0,0,,,Female
1AGVDe4,orbKXM,2025/08/29 04:15,recAuyQxcG5uOpsbb,10,,,Yes,Yes,No,No,"Have not faced any challenges whatsoever 
 And I appreciate how you respond so fast to your clients.",No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,10,Promoter,recAuyQxcG5uOpsbb,2025/09/30,32,current,0,0,28500,,"50,000–99,999",Female
1AGVDe4,orbKXM,2025/08/29 04:15,recAuyQxcG5uOpsbb,10,,,Yes,Yes,No,No,"Have not faced any challenges whatsoever 
 And I appreciate how you respond so fast to your clients.",No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,10,Promoter,recAuyQxcG5uOpsbb,2025/09/30,32,current,0,0,28500,,"50,000–99,999",Female
1AGVJ6p,NKp4Yj,2025/08/29 03:35,recSdxnpiS6Tbjdvc,1,,,No,No,No,Yes,"I travelled out of the country for studies. I needed a software downloaded in my phone for studying purposes, tried to get assistance downloading. To date i am unable to get the assistance. I had to look for an alternative phone to use",Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,"Check on response time to issues. Automated response sometimes are of zero help. 
 My phones speakers' volume reduced,
 My phone is not charging well, and the more i use the phone the more its gets slow.",1,Detractor,recSdxnpiS6Tbjdvc,2025/09/30,32,current,0,480,5920,,,
1AGVjJW,OpDZvk,2025/08/29 07:08,recBCABHIoxpfL9ED,10,,,Yes,Yes,Yes,No,Am supposed to pay 950 weekly Sometimes I have like 500 on my phone if I pay that 500 it will remain locked till I call the customer care I wish you can help with that,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,10,Promoter,recBCABHIoxpfL9ED,2025/09/30,32,current,0,0,28500,,"150,000 and above",Female
1AGVjJW,OpDZvk,2025/08/29 07:08,recBCABHIoxpfL9ED,10,,,Yes,Yes,Yes,No,Am supposed to pay 950 weekly Sometimes I have like 500 on my phone if I pay that 500 it will remain locked till I call the customer care I wish you can help with that,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,10,Promoter,recBCABHIoxpfL9ED,2025/09/30,32,current,0,0,28500,,"150,000 and above",Female
